352	100
353	50
354	100
355	150
356	50
357	100
358	50
359	100
360	150
361	50
362	100
363	50
364	100
365	150
366	50
367	100
368	50
369	100
370	150
371	50
372	100
373	50
374	100
375	150
376	50
377	100
378	50
379	100
380	150
381	50
382	100
383	50
384	100
385	150
386	50
387	100
388	50
389	100
390	150
391	50
392	100
393	50
394	100
395	150
396	50
397	100
398	50
399	100
400	150
401	50
402	100
403	50
404	100
405	150
406	50
407	100
408	50
409	100
410	150
411	50
412	100
413	50
414	100
415	150
416	50
417	100
418	50
419	100
420	150
421	50
422	100
423	50
424	100
425	150
426	50
427	100
428	50
429	100
430	150
431	50
432	100
433	50
434	100
435	150
436	50
437	100
438	50
439	100
440	150
441	50
442	100
443	50
444	100
445	150
446	50
447	100
448	50
449	100
450	150
451	50
452	100
453	50
454	100
455	150
456	50
457	100
458	50
459	100
460	150
461	50
462	100
463	50
464	100
465	150
466	50
467	100
468	50
469	100
470	150
471	50
472	100
473	50
474	100
475	150
476	50
477	100
478	50
479	100
480	150
481	50
482	100
483	50
484	100
485	150
486	50
487	100
488	50
489	100
490	150
491	50
492	100
493	50
494	100
495	150
496	50
497	100
498	50
499	100
500	150
501	50
502	100
503	50
504	100
505	150
506	50
507	100
508	50
509	100
510	150
511	50
512	100
513	50
514	100
515	150
516	50
517	100
518	50
519	100
520	150
521	50
522	100
523	50
524	100
525	150
526	50
527	100
528	50
529	100
530	150
531	50
532	100
533	50
534	100
535	150
536	50
537	100
538	50
539	100
540	150
541	50
542	100
543	50
544	100
545	150
546	50
547	100
548	50
549	100
550	150
551	50
552	100
553	50
554	100
555	150
556	50
557	100
558	50
559	100
560	150
561	50
562	100
563	50
564	100
565	150
566	50
567	100
568	50
569	100
570	150
571	50
572	100
573	50
574	100
575	150
576	50
577	100
578	50
579	100
580	150
581	50
582	100
583	50
584	100
585	150
586	50
587	100
588	50
589	100
590	150
591	50
592	100
593	50
594	100
595	150
596	50
597	100
598	50
599	100
600	150
601	50
602	100
603	50
604	100
605	150
606	50
607	100
608	50
609	100
610	150
611	50
612	100
613	50
614	100
615	150
616	50
617	100
618	50
619	100
620	150
621	50
622	100
623	50
624	100
625	150
626	50
627	100
628	50
629	100
630	150
631	50
632	100
633	50
634	100
635	150
636	50
637	100
638	50
639	100
640	150
641	50
642	100
643	50
644	100
645	150
646	50
647	100
648	50
649	100
650	150
651	50
652	100
653	50
654	100
655	150
656	50
657	100
658	50
659	100
660	150
661	50
662	100
663	50
664	100
665	150
666	50
667	100
668	50
669	100
670	150
671	50
672	100
673	50
674	100
675	150
676	50
677	100
678	50
679	100
680	150
681	50
682	100
683	50
684	100
685	150
686	50
687	100
688	50
689	100
690	150
691	50
692	100
693	50
694	100
695	150
696	50
697	100
698	50
699	100
700	150
701	50
702	100
703	50
704	100
705	150
706	50
707	100
708	50
709	100
710	150
711	50
712	100
713	50
714	100
715	150
716	50
717	100
718	50
719	100
720	150
721	50
722	100
723	50
724	100
725	150
726	50
727	100
728	50
729	100
730	150
731	50
732	100
733	50
734	100
735	150
736	50
737	100
738	50
739	100
740	150
741	50
742	100
743	50
744	100
745	150
746	50
747	100
748	50
749	100
750	150
751	50
752	100
753	50
754	100
755	150
756	50
757	100
758	50
759	100
760	150
761	50
762	100
763	50
764	100
765	150
766	50
767	100
768	50
769	100
770	150
771	50
772	100
773	50
774	100
775	150
776	50
777	100
778	50
779	100
780	150
781	50
782	100
783	50
784	100
785	150
786	50
787	100
788	50
789	100
790	150
791	50
792	100
793	50
794	100
795	150
796	50
797	100
798	50
799	100
800	150
801	50
802	100
803	50
804	100
805	150
806	50
807	100
808	50
809	100
810	150
811	50
812	100
813	50
814	100
815	150
816	50
817	100
818	50
819	100
820	150
821	50
822	100
823	50
824	100
825	150
826	50
827	100
828	50
829	100
830	150
831	50
832	100
833	50
834	100
835	150
836	50
837	100
838	50
839	100
840	150
841	50
842	100
843	50
844	100
845	150
846	50
847	100
848	50
849	100
850	150
851	50
852	100
853	50
854	100
855	150
856	50
857	100
858	50
859	100
860	150
861	50
862	100
863	50
864	100
865	150
866	50
867	100
868	50
869	100
870	150
871	50
872	100
873	50
874	100
875	150
876	50
877	100
878	50
879	100
880	150
881	50
882	100
883	50
884	100
885	150
886	50
887	100
888	50
889	100
890	150
891	50
892	100
893	50
894	100
895	150
896	50
897	100
898	50
899	100
900	150
901	50
902	100
903	50
904	100
905	150
906	50
907	100
908	50
909	100
910	150
911	50
912	100
913	50
914	100
915	150
916	50
917	100
918	50
919	100
920	150
921	50
922	100
923	50
924	100
925	150
926	50
927	100
928	50
929	100
930	150
931	50
932	100
933	50
934	100
935	150
936	50
937	100
938	50
939	100
940	150
941	50
942	100
943	50
944	100
945	150
946	50
947	100
948	50
949	100
950	150
951	50
952	100
953	50
954	100
955	150
956	50
957	100
958	50
959	100
960	150
961	50
962	100
963	50
964	100
965	150
966	50
967	100
968	50
969	100
970	150
971	50
972	100
973	50
974	100
975	150
976	50
977	100
978	50
979	100
980	150
981	50
982	100
983	50
984	100
985	150
986	50
987	100
988	50
989	100
990	150
991	50
992	100
993	50
994	100
995	150
996	50
997	100
998	50
999	100
1000	150
